experiment_id,vulnerability,condition,run,timestamp_utc,model,temperature,max_tokens,detected,patch_generation_ok,test_generation_ok,syntax_ok,security_ok,functional_ok,regression_ok,semgrep_ok,bandit_ok,tests_ok,status,changed_lines,changed_files,semgrep_findings,bandit_findings,context_characters,context_lines,generation_seconds,test_generation_seconds,total_seconds,prompt_sha256,patch_sha256,error
cmdi_01_C3_R2,cmdi_01.py,C3,2,2026-09-07T14:53:23.346612+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1805,48,11.505255317000092,0.0,26.253403132999892,a54d3fb9e183f5eda83d34c2822a844a506a606c1cc4a182291ba42574db0e32,bf651120ec6ca7cbb7fe35841329d3393e773f712569dc1b1dc45d292bb9c050,Groq API failed after 3 attempts
cmdi_01_C3_R3,cmdi_01.py,C3,3,2026-09-07T14:53:49.601343+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1805,48,6.235397950999868,0.0,20.86913457600008,8b8024cd490ba58a7f973fb22ea4e3ba235d30a6c209288b1bd731534f76402c,3f76aa7a8d9d66ae00e7d302c8d42b53f76e8251e42f713e4160fbd4aa73f862,Groq API failed after 3 attempts
cmdi_02_C0_R1,cmdi_02.py,C0,1,2026-09-07T14:54:10.471894+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,424,16,11.464475554000046,0.0,26.112078283999836,5123bb8db23d4b2ca25a9428579018272e7c8edfd3d7043bb58f2570ff5a20b6,d1d75389965f8e36f6556b9c1bdf3c3700d22154a2ffa805ba1f40f6544a3b18,Groq API failed after 3 attempts
cmdi_02_C0_R2,cmdi_02.py,C0,2,2026-09-07T14:54:36.585289+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,424,16,11.498702685000126,0.0,26.46970632700004,5123bb8db23d4b2ca25a9428579018272e7c8edfd3d7043bb58f2570ff5a20b6,d1d75389965f8e36f6556b9c1bdf3c3700d22154a2ffa805ba1f40f6544a3b18,Groq API failed after 3 attempts
cmdi_02_C0_R3,cmdi_02.py,C0,3,2026-09-07T14:55:03.056565+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,424,16,6.384082468000088,0.0,21.27156983100008,5123bb8db23d4b2ca25a9428579018272e7c8edfd3d7043bb58f2570ff5a20b6,d1d75389965f8e36f6556b9c1bdf3c3700d22154a2ffa805ba1f40f6544a3b18,Groq API failed after 3 attempts
cmdi_02_C1_R1,cmdi_02.py,C1,1,2026-09-07T14:55:24.330134+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,898,22,11.794528276999927,0.0,26.68098229500015,42d33f2503de3d17e7bc1483ff0b080c61b1bc2e67c53c0dd2082d3c15e5ee75,5e0150b3fbf096d1229f4b3b9d87a1856451263a2e4ec4a2698bc20bbbec3d61,Groq API failed after 3 attempts
cmdi_02_C1_R2,cmdi_02.py,C1,2,2026-09-07T14:55:51.012511+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,898,22,6.584733243999835,0.0,21.554704758999833,ebce76e031cdb2fa5fbc237ef60582de084f8703727c8b36fff83af9a935c612,9f44234a543a0c1097ba96d3d8170ac285cde6c357555a19e706e02000e461c6,Groq API failed after 3 attempts
cmdi_02_C1_R3,cmdi_02.py,C1,3,2026-09-07T14:56:12.568698+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,898,22,11.639377005999904,0.0,26.464515699999993,2713189851f2e01a4f33b8497c99bc5d65111091716e3bb3539b3a6197735086,86d3fc50d8a43495581ee51ca8f104f8e5cec5b7d2b32818bd5d043274f9cea3,Groq API failed after 3 attempts
cmdi_02_C2_R1,cmdi_02.py,C2,1,2026-09-07T14:56:39.034695+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1298,35,6.552091886999733,0.0,21.649237072999767,f95c9dd0a787dee9fe415b9654c224a82a54fcf5bca80c1698d51d5f4c40d88e,baf531ba70f3004f4d8a1bbb148a71be0974bc567917cd03c745a96c730c4325,Groq API failed after 3 attempts
cmdi_02_C2_R2,cmdi_02.py,C2,2,2026-09-07T14:57:00.685358+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1298,35,11.513186859000143,0.0,26.414716616000078,484cfc1cbd4d41747894f4549e5b7380b5d961607d0b11e6977850787b4d3123,f02e6fb1b07223ba2db97d339c51868114870fabb377f046eff4b3c18f5797ae,Groq API failed after 3 attempts
cmdi_02_C2_R3,cmdi_02.py,C2,3,2026-09-07T14:57:27.101377+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1298,35,6.3626000979998025,0.0,21.62818515300023,16788717ae9ee4e1fe07ce4576b21fa7b6e4363f208c7fce0531baff227aad33,1700b950e604f444f1256cd5a7e62abcc9a63664ff793463cb43da51bde0c7c5,Groq API failed after 3 attempts
cmdi_02_C3_R1,cmdi_02.py,C3,1,2026-09-07T14:57:48.729962+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1830,45,11.969388471000002,0.0,27.261314832000153,060afd79cd56375b81670e44acd0ca7921f3317e639272955bbf78404670e48b,7ef7ff166f5af968c889d7571a79dd01d7beeebfeb7e9f71ec9eef98b5cfb355,Groq API failed after 3 attempts
cmdi_02_C3_R2,cmdi_02.py,C3,2,2026-09-07T14:58:15.991678+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1830,45,6.8449111889999585,0.0,21.81472865400019,89dff88477c9dcd93979457e9f58b7306cce36766e6b3957b04bbc4ce66715e5,3a46137f7d2a56e0c21db60d2e214812a5a5ba1ace1d52b2b890976b2b026091,Groq API failed after 3 attempts
cmdi_02_C3_R3,cmdi_02.py,C3,3,2026-09-07T14:58:37.807823+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1830,45,6.279542693000167,0.0,20.754308176999984,247a7ea89c06ca277ba1f75898c0c5d779a5c83e172da9c3c62abe97fee470b4,b827efb3e3ea8ced186335f3175e92aa202dc25f7ad559e6bfaa991aa1b2183c,Groq API failed after 3 attempts
cmdi_03_C0_R1,cmdi_03.py,C0,1,2026-09-07T14:58:58.563516+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,449,17,11.524985751999793,0.0,26.384735255000123,032b751e388548d2067f3cfec53d89d7396a70d35997a0c570ffe0af7c921a05,cc3f867b64443ad730c8af6cf984f8ff5ecd823f56c297a33ee314b3e7b27d09,Groq API failed after 3 attempts
cmdi_03_C0_R2,cmdi_03.py,C0,2,2026-09-07T14:59:24.949686+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,449,17,11.572622722000233,0.0,26.448707783999907,032b751e388548d2067f3cfec53d89d7396a70d35997a0c570ffe0af7c921a05,05cf1c35a0fa389e4b6a7c07806a89bbf8bbd77dc862f7a38535016249dbc5c6,Groq API failed after 3 attempts
cmdi_03_C0_R3,cmdi_03.py,C0,3,2026-09-07T14:59:51.399870+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,449,17,6.363123773000098,0.0,20.899476000999584,032b751e388548d2067f3cfec53d89d7396a70d35997a0c570ffe0af7c921a05,05cf1c35a0fa389e4b6a7c07806a89bbf8bbd77dc862f7a38535016249dbc5c6,Groq API failed after 3 attempts
cmdi_03_C1_R1,cmdi_03.py,C1,1,2026-09-07T15:00:12.301218+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,924,23,11.730241694000142,0.0,26.747541163000278,d429ef698949dc15ca525720586ac3f5929870fef26bd66c15dec606cb72b06d,02eeb0f958e6a0e5f3aa41403de6514aa31b900986d9ec39df76c7c8b833639b,Groq API failed after 3 attempts
cmdi_03_C1_R2,cmdi_03.py,C1,2,2026-09-07T15:00:39.050546+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,924,23,6.7032489919997715,0.0,21.90613648300041,d5f17d67356b90d5dfbbfbdce7e302cea7fc5abc7a9e2d8815db6e393a7be09b,b022efd637515d5af327f8a5349b3e21671d882a8f8f8c79095d27d6d63e75aa,Groq API failed after 3 attempts
cmdi_03_C1_R3,cmdi_03.py,C1,3,2026-09-07T15:01:00.957921+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,924,23,12.02814128700038,0.0,26.95824733399968,b3a576f1a726290129b98f177175b65eccda7d4b4c2dbc5a9c4be63c576a0f1c,01545d220493cd6a43e7e0e7e63af7ee43e878bd417efb9a4b657c13b6049991,Groq API failed after 3 attempts
cmdi_03_C2_R1,cmdi_03.py,C2,1,2026-09-07T15:01:27.917528+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1299,36,11.951141848000134,0.0,26.578319455999917,567b9449e897e508ca4677cd21e4bd662cd7666d598d58bb222961bb81e0721f,b924730fee3b919d25a305e7960804bccfe8b86d3cf42407e9189c66bd4b9f19,Groq API failed after 3 attempts
cmdi_03_C2_R2,cmdi_03.py,C2,2,2026-09-07T15:01:54.497301+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1299,36,6.312059952999789,0.0,21.00903807199984,fa0a5b4a955a82b56252fdc3590cea46dc2099050398104f54f9857479e29b0c,84693965d83a17edb2ff897bfe5c241e9dbc76629a9055688388cdaf3cce9e08,Groq API failed after 3 attempts
cmdi_03_C2_R3,cmdi_03.py,C2,3,2026-09-07T15:02:15.507537+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1299,36,6.337191905000054,0.0,20.93468386199993,22c47f8dec0d77dd72d6a8801f84b58ca1ef4e59b3b50e278620f00709c7817a,7395c04ddc4cf7a5e0ea1bf166fba21dba463f5f7871a8e09621079aeccf0fc9,Groq API failed after 3 attempts
cmdi_03_C3_R1,cmdi_03.py,C3,1,2026-09-07T15:02:36.443491+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1831,46,11.461837050999748,0.0,25.914189698999962,88c7a8ae42899666f147c895cd151823c18c856878a60db51cfbf2dd6be2f93b,506d7561829a3af47669191613e7d8494586265bc3a31a11cba13df96134c726,Groq API failed after 3 attempts
cmdi_03_C3_R2,cmdi_03.py,C3,2,2026-09-07T15:03:02.359033+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1831,46,6.25496116100021,0.0,20.93829671200001,d86ee34b6529c9aab6fb125bcc1f0d80fee212843e1841f0a241ace831fb8fa0,6117d5f934e8e87c6fd459de821a2242fc45359517811502ea96f571b5fde766,Groq API failed after 3 attempts
cmdi_03_C3_R3,cmdi_03.py,C3,3,2026-09-07T15:03:23.298575+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1831,46,11.612202099000115,0.0,26.45640339700003,8865e2154442ae4f4a100d3742c81c9e1bac387ad6d7bf837d5280216e0d8044,d81fd0450749475db7da98135ac9c92598b81b0dd868ac88a4b8661d36aa38fb,Groq API failed after 3 attempts
cmdi_04_C0_R1,cmdi_04.py,C0,1,2026-09-07T15:03:49.756473+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,406,16,11.694308826999986,0.0,26.6568488959997,f95d8ccc7cf05a37d611104b777bdef51bfe535c8807a65f4c1965df3ff01d79,3cb7c93fb2d11f116cdd5ae793f7ddffc3dc549074994adc6aee9588d3b295c9,Groq API failed after 3 attempts
cmdi_04_C0_R2,cmdi_04.py,C0,2,2026-09-07T15:04:16.414794+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,406,16,6.391365210000004,0.0,21.380914832000144,f95d8ccc7cf05a37d611104b777bdef51bfe535c8807a65f4c1965df3ff01d79,3cb7c93fb2d11f116cdd5ae793f7ddffc3dc549074994adc6aee9588d3b295c9,Groq API failed after 3 attempts
cmdi_04_C0_R3,cmdi_04.py,C0,3,2026-09-07T15:04:37.796108+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,406,16,11.778755878999618,0.0,26.670542152000053,f95d8ccc7cf05a37d611104b777bdef51bfe535c8807a65f4c1965df3ff01d79,3cb7c93fb2d11f116cdd5ae793f7ddffc3dc549074994adc6aee9588d3b295c9,Groq API failed after 3 attempts
cmdi_04_C1_R1,cmdi_04.py,C1,1,2026-09-07T15:05:04.467949+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,888,22,1.1554009720002796,0.0,21.70391187799987,cac073051c852406bcf86f5a928171be5613a3b1ee478b4cc4dde8005f8d88bd,fba40664395a4dc8802772027d3538159c82b858d3ebae96de3fef79867485ee,Groq API failed after 3 attempts
cmdi_04_C1_R2,cmdi_04.py,C1,2,2026-09-07T15:05:26.172214+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,888,22,6.50014641000007,0.0,22.280026880999685,158f5c67d418144bc4009186081c17439c8449ebff63b6db59705dd7d7dbd5bd,8a9271cf4a995237764bcf2aa9a0a98a72dadc55c28ec356550167ef35215a7d,Groq API failed after 3 attempts
cmdi_04_C1_R3,cmdi_04.py,C1,3,2026-09-07T15:05:48.453671+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,888,22,11.79739306600004,0.0,26.768160201000228,639991131144262d6107c09fa46d46850b6d6471d68cc1fa9bfc44051d99fe65,bef42692d79fc827b91252160d0c17fe62d52fe51117f43381b57797eec86b62,Groq API failed after 3 attempts
cmdi_04_C2_R1,cmdi_04.py,C2,1,2026-09-07T15:06:15.223692+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1302,36,6.765688496999701,0.0,21.63053481099996,b0e9f7b9d3fe033372c27f73c9715fe76099a1c616e90abcea2a0e7806618fad,b7cf34b65b6e7e0887e6b850303bca555e91c650623bfe348ea48aa49c597755,Groq API failed after 3 attempts
cmdi_04_C2_R2,cmdi_04.py,C2,2,2026-09-07T15:06:36.855728+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1302,36,11.774538486999973,0.0,26.688210030999926,82f50a1e4bc0da14d2e3ce61173369a5549554e831eb60e90279754d89d02fff,0f6c436c7078009460816ef872d4ea6fa1bc584cc7b74403f9ca2002f0238cf7,Groq API failed after 3 attempts
cmdi_04_C2_R3,cmdi_04.py,C2,3,2026-09-07T15:07:03.545156+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1302,36,6.247456169999623,0.0,20.975109701999827,5001f1979de4dbd4498c5e70d12700b9c199b4785940f4362a1a85db1b4ef06b,036141ed3bc2a068d65ecbc69b77ae099ef83ced752c6707eacba4a3534356dd,Groq API failed after 3 attempts
cmdi_04_C3_R1,cmdi_04.py,C3,1,2026-09-07T15:07:24.521744+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1834,46,11.574633907000134,0.0,26.922940538000148,57aa7d9a85eace04e8f9bfbbc65076e48b567f35b5fffc3e57fe3702a31637c8,a9b2503e8b74a1ede911ebfe23ca414857c44fff233163b6ab7cf0d19108e3d4,Groq API failed after 3 attempts
cmdi_04_C3_R2,cmdi_04.py,C3,2,2026-09-07T15:07:51.446149+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1834,46,6.251281342999846,0.0,21.23422108600016,269e08dff48e142a6c00343b7e1962ab508f10094b2990096fdc7efa65e07610,b16963694d763872291dba2c59f1f2665856edd0d9cbcbdb729889566f628e82,Groq API failed after 3 attempts
cmdi_04_C3_R3,cmdi_04.py,C3,3,2026-09-07T15:08:12.682129+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1834,46,11.69465381100008,0.0,26.589481026000158,770feb6115428110f2c68ec715aba610e446216dd9da1db94b97d48dadb56673,f490975b3776702c2690fda63b1d2b986e97ab86e12153505a9f566db8e03809,Groq API failed after 3 attempts
cmdi_05_C0_R1,cmdi_05.py,C0,1,2026-09-07T15:08:39.273183+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,407,16,6.554975109000225,0.0,21.66961854100009,83e6b00d361ee69892e73af05db0a57ab490cfe78c1909d766c5aa81fd5287a8,9d61779801fd653f81704f47aa92f36bda831e137c248471e6e222c5104252e3,Groq API failed after 3 attempts
cmdi_05_C0_R2,cmdi_05.py,C0,2,2026-09-07T15:09:00.944036+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,407,16,11.797184372000174,0.0,27.583976155000073,83e6b00d361ee69892e73af05db0a57ab490cfe78c1909d766c5aa81fd5287a8,9d61779801fd653f81704f47aa92f36bda831e137c248471e6e222c5104252e3,Groq API failed after 3 attempts
cmdi_05_C0_R3,cmdi_05.py,C0,3,2026-09-07T15:09:28.529450+00:00,qwen/qwen3.6-27b,0.0,400,True,True,True,False,False,False,False,False,False,False,SYNTAX_FAIL,41,1,-1,-1,407,16,6.547692301000097,21.593434179999804,32.33830320300012,83e6b00d361ee69892e73af05db0a57ab490cfe78c1909d766c5aa81fd5287a8,9d61779801fd653f81704f47aa92f36bda831e137c248471e6e222c5104252e3,
cmdi_05_C1_R1,cmdi_05.py,C1,1,2026-09-07T15:10:00.867972+00:00,qwen/qwen3.6-27b,0.0,400,True,False,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,889,22,0.0,0.0,15.973751138999887,57d89680a1f8ea16bab2fbc21b21ac65d3a6c9ac1f8ba4b91d52c2d2330f172e,,Groq API failed after 3 attempts
cmdi_05_C1_R2,cmdi_05.py,C1,2,2026-09-07T15:10:16.843250+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,889,22,6.458810328000254,0.0,21.64325164999991,318ebae8350e8ce30ce07ad5e853e5b342ae04637b59dd181b03c2dba2978d88,752a6b5adffec8d8ed52761f17ee7fd39c2735e83030c1f9368b2531d121ef9f,Groq API failed after 3 attempts
cmdi_05_C1_R3,cmdi_05.py,C1,3,2026-09-07T15:10:38.488100+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,889,22,6.470731047000299,0.0,23.545342811999944,e382db3f53ea9254bbd72472f57fcf66fa9f9cc16918945da4ea96adb34b7ec6,27839c03a75b8ab14fd56184ffe33b5a75b9e39ac59812f77dea63a0ad1d630f,Groq API failed after 3 attempts
cmdi_05_C2_R1,cmdi_05.py,C2,1,2026-09-07T15:11:02.035328+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1302,36,6.719097412999872,0.0,22.700790159999997,515dc39109e36dd2de311de6b3c22d21b26fe24ec48c6bba790f8379aa8edd26,6327f6b63653b00fb21d39238b214e4492b49668131bc8c464bda942d6842e12,Groq API failed after 3 attempts
cmdi_05_C2_R2,cmdi_05.py,C2,2,2026-09-07T15:11:24.737578+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1302,36,12.015637771000002,0.0,27.632546545999958,9e43ab1c9d9a6889d0084bbc3bdb16b2aac415c4aa57896be6af74aa64c7fb12,0ba09d6d802cf0c4c08f3c50f46fcc9200a2ba6264b788f1a4f75a2a72ecd0a2,Groq API failed after 3 attempts
cmdi_05_C2_R3,cmdi_05.py,C2,3,2026-09-07T15:11:52.371494+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1302,36,6.651797075999639,0.0,22.12470752399986,3d333db7e6fd39d86d221831dbf68fe07f8b956c03d5d6c7f0342c029883a99d,8cdcde3e17a55025847541d877b7addc6da17033b1f847c0a2548df08a045630,Groq API failed after 3 attempts
cmdi_05_C3_R1,cmdi_05.py,C3,1,2026-09-07T15:12:14.497462+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1834,46,6.505508804000328,0.0,21.64123386099982,8c31a716800a3643fa02066a8157e1a2dc86abc75b70e8c29d941d952367ab93,6ed165224a8681f200ad2dd03556a79751a740d5346aab1195463aa0e9ad166b,Groq API failed after 3 attempts
cmdi_05_C3_R2,cmdi_05.py,C3,2,2026-09-07T15:12:36.140044+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1834,46,11.789045086999977,0.0,26.851347424999858,dc309b626a02b5ccb7760d3a5d8b291128f5edcee31ad8ec0cbfb4a43d8c9268,ce67ee935304d6cf30f03c7ed8fe1ea75cb783cf8844c8f738e4237bd3ea5cc4,Groq API failed after 3 attempts
cmdi_05_C3_R3,cmdi_05.py,C3,3,2026-09-07T15:13:02.992731+00:00,qwen/qwen3.6-27b,0.0,400,True,True,False,False,False,False,False,False,False,False,ERROR,0,0,-1,-1,1834,46,7.140527028999713,0.0,22.060067537000123,1756209b6c7634202293d47e49fecd5e9f93d7099622020039294fd71d43dde7,5d98383b1201e891e82c520e097ad8b67cc8950f60fdabaa6a807adefdbe4958,Groq API failed after 3 attempts
